city,state,zip,price,sqft,bedrooms,bathrooms
Los Angeles,CA,90018,756000,2361.0,2.0,2.0
Los Angeles,CA,90018,1199000,3494.0,5.0,4.0
Los Angeles,CA,90018,620000,840.0,2.0,1.0
Los Angeles,CA,90018,1375000,5941.0,7.0,6.0
Los Angeles,CA,90018,895000,3400.0,7.0,3.0
Los Angeles,CA,90018,518000,1285.0,2.0,2.0
Los Angeles,CA,90018,649000,1764.0,3.0,1.0
Los Angeles,CA,90018,769000,1532.0,5.0,3.0
Los Angeles,CA,90018,750000,2169.0,4.0,2.0
Los Angeles,CA,90018,529000,1290.0,3.0,2.0
Los Angeles,CA,90018,1250000,NA,0,NA
Los Angeles,CA,90018,800000,1544.0,0,NA
Los Angeles,CA,90018,1999000,7444.0,14.0,9.0
Los Angeles,CA,90018,732000,1451.0,3.0,2.0
Los Angeles,CA,90018,663999,1472.0,0,NA
Los Angeles,CA,90018,1149000,2984.0,4.0,4.0
Los Angeles,CA,90018,1490000,3800.0,6.0,6.0
Los Angeles,CA,90018,649900,1.0,0,NA
Los Angeles,CA,90018,850000,1827.0,0,NA
Los Angeles,CA,90018,772000,2392.0,4.0,3.0
Los Angeles,CA,90018,1249000,4896.0,8.0,4.0
Los Angeles,CA,90018,1149000,2800.0,4.0,4.0
Los Angeles,CA,90018,NA,959.0,1.0,1.0
Los Angeles,CA,90018,NA,1197.0,3.0,1.0
Los Angeles,CA,90018,NA,1632.0,2.0,2.0
Los Angeles,CA,90018,NA,2044.0,2.0,2.0
Los Angeles,CA,90018,NA,2519.0,4.0,1.0
Los Angeles,CA,90018,NA,4628.0,5.0,2.0
Los Angeles,CA,90018,NA,1782.0,3.0,1.0
Los Angeles,CA,90018,NA,4786.0,4.0,4.0
Los Angeles,CA,90018,NA,1296.0,3.0,1.0
Los Angeles,CA,90018,NA,1411.0,2.0,1.0
Los Angeles,CA,90018,NA,1544.0,2.0,3.0
Los Angeles,CA,90018,NA,2519.0,4.0,3.0
Los Angeles,CA,90018,NA,1636.0,3.0,1.0
Los Angeles,CA,90018,NA,2361.0,2.0,2.0
Los Angeles,CA,90018,NA,1144.0,2.0,2.0
Los Angeles,CA,90018,NA,1714.0,3.0,3.0
Los Angeles,CA,90018,NA,846.0,3.0,1.0
Los Angeles,CA,90018,NA,1980.0,5.0,2.0
Los Angeles,CA,90018,NA,3344.0,5.0,3.0
Los Angeles,CA,90018,NA,1420.0,2.0,2.0
Los Angeles,CA,90018,NA,1292.0,2.0,1.0
Los Angeles,CA,90018,NA,1365.0,4.0,2.0
Los Angeles,CA,90018,NA,2656.0,4.0,1.0
Los Angeles,CA,90018,NA,1702.0,2.0,2.0
Los Angeles,CA,90018,NA,1976.0,6.0,3.0
Los Angeles,CA,90018,NA,959.0,1.0,1.0
Los Angeles,CA,90018,NA,1420.0,2.0,2.0
Los Angeles,CA,90018,NA,1365.0,4.0,2.0
Los Angeles,CA,90018,NA,1980.0,5.0,2.0
Los Angeles,CA,90019,2995000,4480.0,5.0,5.0
Los Angeles,CA,90019,1149000,1936.0,3.0,3.0
Los Angeles,CA,90019,1499000,1944.0,3.0,3.0
Los Angeles,CA,90019,2500000,4277.0,5.0,4.0
Los Angeles,CA,90019,1395000,2450.0,4.0,3.0
Los Angeles,CA,90019,1449900,2510.0,4.0,2.0
Los Angeles,CA,90019,999000,1768.0,2.0,2.0
Los Angeles,CA,90019,1399900,1818.0,3.0,1.0
Los Angeles,CA,90019,539900,1120.0,3.0,2.0
Los Angeles,CA,90019,2850000,8863.0,23.0,12.0
Los Angeles,CA,90019,679000,1355.0,2.0,2.0
Los Angeles,CA,90019,825000,1851.0,5.0,3.0
Los Angeles,CA,90019,1300000,1422.0,2.0,2.0
Los Angeles,CA,90019,1199999,1408.0,3.0,2.0
Los Angeles,CA,90019,1920000,5174.0,0,NA
Los Angeles,CA,90019,4980000,9705.0,0,NA
Los Angeles,CA,90019,1355000,3459.0,7.0,4.0
Los Angeles,CA,90019,1190000,1922.0,3.0,2.0
Los Angeles,CA,90019,1135000,1988.0,3.0,3.0
Los Angeles,CA,90019,900000,1550.0,0,NA
Los Angeles,CA,90019,1300000,3300.0,6.0,6.0
Los Angeles,CA,90019,1495000,2225.0,2.0,1.0
Los Angeles,CA,90019,649000,1360.0,2.0,2.0
Los Angeles,CA,90019,839000,1590.0,3.0,3.0
Los Angeles,CA,90019,919000,1850.0,2.0,3.0
Los Angeles,CA,90019,929000,1730.0,3.0,3.0
Los Angeles,CA,90019,850000,1280.0,2.0,2.0
Los Angeles,CA,90019,1700000,5760.0,0,NA
Los Angeles,CA,90019,1299000,2137.0,2.0,2.0
Los Angeles,CA,90019,1100000,2629.0,7.0,3.0
Los Angeles,CA,90019,799000,2260.0,4.0,4.0
Los Angeles,CA,90019,1270000,3296.0,6.0,3.0
Los Angeles,CA,90019,649900,1064.0,3.0,2.0
Los Angeles,CA,90019,995000,1800.0,4.0,2.0
Los Angeles,CA,90019,955000,2130.0,4.0,2.0
Los Angeles,CA,90019,850000,1922.0,0,NA
Los Angeles,CA,90019,888000,1728.0,3.0,2.0
Los Angeles,CA,90019,1055000,1462.0,2.0,2.0
Los Angeles,CA,90019,2390000,5854.0,17.0,11.0
Los Angeles,CA,90019,1430000,7501.0,NA,NA
Los Angeles,CA,90019,575000,1270.0,2.0,2.0
Los Angeles,CA,90019,999000,3500.0,8.0,4.0
Los Angeles,CA,90019,899000,3540.0,8.0,4.0
Los Angeles,CA,90019,1200000,1152.0,3.0,2.0
Los Angeles,CA,90019,999995,2880.0,2.0,NA
Los Angeles,CA,90019,1575000,3590.0,0,NA
Los Angeles,CA,90019,1200000,1491.0,3.0,2.0
Los Angeles,CA,90019,1069000,3196.0,5.0,3.0
Los Angeles,CA,90019,1245000,1726.0,3.0,2.0
Los Angeles,CA,90019,1229900,1741.0,4.0,2.0
Los Angeles,CA,90019,1090000,1737.0,3.0,2.0
Los Angeles,CA,90019,1475000,5645.0,13.0,7.0
Los Angeles,CA,90019,1450000,4320.0,8.0,8.0
Los Angeles,CA,90019,800000,2581.0,0,NA
Los Angeles,CA,90019,1050000,4230.0,4.0,4.0
Los Angeles,CA,90019,1695000,4220.0,6.0,4.0
Los Angeles,CA,90019,1000000,2080.0,0,NA
Los Angeles,CA,90019,1499000,5208.0,12.0,5.0
Los Angeles,CA,90019,1999999,4165.0,9.0,5.0
Los Angeles,CA,90019,1299000,2620.0,4.0,3.5
Los Angeles,CA,90019,1275998,3547.0,7.0,4.0
Los Angeles,CA,90019,1900000,6969.0,NA,NA
Los Angeles,CA,90019,1250000,3871.0,7.0,5.0
Los Angeles,CA,90019,1290000,2860.0,5.0,3.0
Los Angeles,CA,90019,1049000,2299.0,4.0,3.0
Los Angeles,CA,90019,1390000,4950.0,6.0,4.0
Los Angeles,CA,90019,995000,NA,0,NA
Los Angeles,CA,90019,2380000,4173.0,5.0,4.0
Los Angeles,CA,90019,1340000,5448.0,8.0,4.0
Los Angeles,CA,90019,1390000,2782.0,4.0,4.0
Los Angeles,CA,90019,1345000,2829.0,6.0,4.0
Los Angeles,CA,90019,979000,2421.0,4.0,3.0
Los Angeles,CA,90019,3000000,3656.0,0,NA
Los Angeles,CA,90019,1980000,4806.0,6.0,5.0
Los Angeles,CA,90019,1150000,3036.0,0,NA
Los Angeles,CA,90019,2100000,4181.0,5.0,5.0
Los Angeles,CA,90019,NA,5368.0,8.0,4.0
Los Angeles,CA,90019,NA,1222.0,2.0,1.0
Los Angeles,CA,90019,NA,1912.0,2.0,2.0
Los Angeles,CA,90019,NA,1458.0,4.0,2.0
Los Angeles,CA,90019,NA,3223.0,10.0,5.0
Los Angeles,CA,90019,NA,1175.0,2.0,1.0
Los Angeles,CA,90019,NA,2740.0,6.0,2.0
Los Angeles,CA,90019,NA,1185.0,2.0,1.0
Los Angeles,CA,90019,NA,1277.0,3.0,1.0
Los Angeles,CA,90019,NA,935.0,2.0,1.0
Los Angeles,CA,90019,NA,1360.0,2.0,2.0
Los Angeles,CA,90019,NA,1227.0,2.0,1.0
Los Angeles,CA,90019,NA,2525.0,3.0,3.0
Los Angeles,CA,90019,NA,2125.0,4.0,1.0
Los Angeles,CA,90019,NA,4030.0,6.0,3.0
Los Angeles,CA,90019,NA,3675.0,5.0,3.0
Los Angeles,CA,90019,NA,2731.0,4.0,2.0
Los Angeles,CA,90019,NA,2708.0,3.0,4.0
Los Angeles,CA,90019,NA,1283.0,2.0,1.0
Los Angeles,CA,90019,NA,4276.0,4.0,3.0
Los Angeles,CA,90019,NA,1859.0,3.0,2.0
Los Angeles,CA,90019,NA,1275.0,2.0,2.0
Los Angeles,CA,90019,NA,1236.0,3.0,2.0
Los Angeles,CA,90019,NA,5396.0,NA,NA
Los Angeles,CA,90019,NA,2830.0,2.0,4.0
Los Angeles,CA,90019,NA,2010.0,3.0,3.0
Los Angeles,CA,90019,NA,2762.0,6.0,3.0
Los Angeles,CA,90019,NA,1227.0,2.0,1.0
Los Angeles,CA,90019,NA,1724.0,4.0,2.0
Los Angeles,CA,90019,NA,1236.0,3.0,2.0
Los Angeles,CA,90019,NA,3036.0,9.0,6.0
Los Angeles,CA,90019,NA,3202.0,6.0,2.0
Los Angeles,CA,90019,NA,5396.0,NA,NA
Los Angeles,CA,90019,NA,3096.0,3.0,3.0
Los Angeles,CA,90019,NA,2104.0,3.0,2.0
Los Angeles,CA,90019,NA,4537.0,7.0,7.0
Los Angeles,CA,90019,NA,3560.0,6.0,2.0
Los Angeles,CA,90019,NA,1694.0,3.0,1.0
Los Angeles,CA,90019,NA,1231.0,4.0,1.0
Los Angeles,CA,90019,NA,2510.0,4.0,2.0
Los Angeles,CA,90019,NA,3668.0,6.0,3.0
Los Angeles,CA,90019,NA,3675.0,5.0,3.0
Los Angeles,CA,90019,NA,2592.0,5.0,3.0
Los Angeles,CA,90020,2390000,8250.0,NA,NA
Los Angeles,CA,90020,450000,990.0,2.0,2.0
Los Angeles,CA,90020,2795000,6034.0,13.0,9.0
Los Angeles,CA,90020,899000,1874.0,2.0,3.0
Los Angeles,CA,90020,2095000,3467.0,4.0,4.0
Los Angeles,CA,90020,4170000,4700.0,4.0,5.0
Los Angeles,CA,90020,4495000,4688.0,4.0,5.0
Los Angeles,CA,90020,1545000,5114.0,8.0,4.0
Los Angeles,CA,90020,360000,560.0,1.0,1.0
Los Angeles,CA,90020,695000,1290.0,2.0,2.0
Los Angeles,CA,90020,350000,580.0,1.0,1.0
Los Angeles,CA,90020,3250000,4169.0,4.0,4.0
Los Angeles,CA,90020,497000,917.0,2.0,2.0
Los Angeles,CA,90020,789500,1391.0,3.0,2.0
Los Angeles,CA,90020,699000,1494.0,3.0,4.0
Los Angeles,CA,90020,689900,1042.0,2.0,2.0
Los Angeles,CA,90020,920000,1960.0,3.0,3.0
Los Angeles,CA,90020,699000,1530.0,3.0,3.0
Los Angeles,CA,90020,2200000,4590.0,4.0,5.0
Los Angeles,CA,90020,715000,1300.0,2.0,2.0
Los Angeles,CA,90020,743150,1411.0,3.0,2.0
Los Angeles,CA,90020,7995000,7694.0,6.0,9.0
Los Angeles,CA,90020,843500,1376.0,3.0,2.0
Los Angeles,CA,90020,883350,1391.0,3.0,2.0
Los Angeles,CA,90020,777500,1411.0,3.0,2.0
Los Angeles,CA,90020,NA,7428.0,6.0,8.0
Los Angeles,CA,90020,NA,566.0,1.0,1.0
Los Angeles,CA,90020,NA,6958.0,6.0,5.0
Los Angeles,CA,90020,NA,467.0,NA,1.0
Los Angeles,CA,90020,NA,640.0,1.0,1.0
Los Angeles,CA,90020,NA,368.0,NA,1.0
Los Angeles,CA,90021,2150000,1900.0,1.0,3.0
Los Angeles,CA,90021,1285000,1464.0,1.0,1.0
Los Angeles,CA,90021,1775000,1875.0,1.0,2.0
Los Angeles,CA,90021,1375000,1235.0,2.0,1.0
Los Angeles,CA,90017,654000,910.0,2.0,1.0
Los Angeles,CA,90012,500000,1040.0,0,1.0
Los Angeles,CA,90017,559000,750.0,1.0,1.0
Los Angeles,CA,90017,530000,750.0,1.0,1.0
Los Angeles,CA,90015,1195000,NA,NA,NA
Los Angeles,CA,90012,608000,870.0,1.0,1.0
Los Angeles,CA,90015,1250000,1120.0,1.0,2.0
Los Angeles,CA,90013,759000,1240.0,2.0,2.0
Los Angeles,CA,90022,479888,1853.0,0,NA
Los Angeles,CA,90022,525000,1425.0,3.0,3.0
Los Angeles,CA,90022,530000,1512.0,3.0,2.0
Los Angeles,CA,90022,359000,627.0,2.0,1.0
Los Angeles,CA,90022,395000,919.0,3.0,1.0
Los Angeles,CA,90022,339900,768.0,2.0,1.0
Los Angeles,CA,90022,485000,1181.0,3.0,2.0
Commerce,CA,90022,465888,1183.0,3.0,2.0
Los Angeles,CA,90022,530000,1576.0,0,NA
Los Angeles,CA,90022,499000,1808.0,0,NA
Los Angeles,CA,90022,519000,1680.0,0,NA
Los Angeles,CA,90022,599999,2439.0,0,NA
Los Angeles,CA,90022,399000,1011.0,3.0,1.0
Los Angeles,CA,90022,389900,1098.0,3.0,2.0
Los Angeles,CA,90022,383000,924.0,3.0,1.0
Los Angeles,CA,90022,504000,2074.0,6.0,3.0
LOS ANGELES,CA,90022,194998,3057.0,NA,NA
Los Angeles,CA,90022,625000,2366.0,4.0,4.0
Los Angeles,CA,90022,466000,1665.0,0,NA
Los Angeles,CA,90022,555000,1918.0,5.0,3.0
Commerce,CA,90022,505000,2070.0,3.0,3.0
Los Angeles,CA,90022,449000,1132.0,2.0,1.0
Los Angeles,CA,90022,439900,852.0,0,NA
COMMERCE,CA,90022,487000,1320.0,3.0,2.0
Los Angeles,CA,90022,450000,1097.0,2.0,1.0
Los Angeles,CA,90022,478888,3286.0,0,NA
Los Angeles,CA,90022,495000,1543.0,0,NA
Los Angeles,CA,90022,397000,1140.0,2.0,2.0
Los Angeles,CA,90022,424950,1202.0,2.0,1.0
Los Angeles,CA,90022,425000,1143.0,0,NA
East Los Angeles,CA,90022,2095000,7474.0,12.0,10.0
Los Angeles,CA,90022,525000,1510.0,0,NA
Los Angeles,CA,90022,485000,1428.0,4.0,2.0
Los Angeles,CA,90022,500000,589.0,2.0,1.0
Los Angeles,CA,90022,550000,1346.0,0,NA
Los Angeles,CA,90022,1875000,7444.0,0,NA
Los Angeles,CA,90022,925000,3500.0,0,NA
Los Angeles,CA,90022,840000,3342.0,0,NA
Los Angeles,CA,90022,NA,1019.0,2.0,1.0
Los Angeles,CA,90022,NA,1926.0,4.0,4.0
Los Angeles,CA,90022,NA,1098.0,3.0,2.0
Los Angeles,CA,90022,NA,1349.0,3.0,2.0
Los Angeles,CA,90022,NA,1728.0,5.0,3.0
Los Angeles,CA,90022,NA,748.0,2.0,1.0
Los Angeles,CA,90022,NA,1442.0,3.0,2.0
Los Angeles,CA,90022,NA,1269.0,2.0,1.0
Los Angeles,CA,90022,NA,980.0,2.0,1.0
Los Angeles,CA,90022,NA,1192.0,3.0,2.0
Los Angeles,CA,90022,NA,936.0,2.0,1.0
Los Angeles,CA,90022,NA,1910.0,5.0,3.0
Los Angeles,CA,90022,NA,1192.0,3.0,2.0
Los Angeles,CA,90022,NA,936.0,2.0,1.0
Los Angeles,CA,90022,NA,1910.0,5.0,3.0
Los Angeles,CA,90022,NA,853.0,2.0,1.0
Los Angeles,CA,90022,NA,705.0,1.0,1.0
Los Angeles,CA,90022,NA,1300.0,3.0,2.0
Los Angeles,CA,90022,NA,826.0,2.0,1.0
Los Angeles,CA,90022,NA,1352.0,3.0,2.0
Los Angeles,CA,90022,NA,1269.0,2.0,1.0
Los Angeles,CA,90022,NA,2225.0,5.0,4.0
Los Angeles,CA,90022,NA,2250.0,4.0,3.0
Los Angeles,CA,90022,NA,1764.0,5.0,2.0
Los Angeles,CA,90022,NA,1044.0,3.0,1.0
Los Angeles,CA,90022,NA,1490.0,4.0,2.0
Los Angeles,CA,90023,379900,945.0,3.0,1.0
Los Angeles,CA,90023,425000,1520.0,3.0,1.0
Los Angeles,CA,90023,599000,2224.0,6.0,5.0
Los Angeles,CA,90023,475000,1148.0,3.0,2.0
Los Angeles,CA,90023,480000,2117.0,3.0,2.0
Los Angeles,CA,90023,650000,1841.0,0,NA
Los Angeles,CA,90023,815000,2583.0,0,NA
Los Angeles,CA,90023,525000,1712.0,0,NA
Los Angeles,CA,90023,649000,2233.0,7.0,3.0
Los Angeles,CA,90023,445000,1600.0,3.0,2.0
Los Angeles,CA,90023,380000,1103.0,3.0,1.0
Los Angeles,CA,90023,399000,1460.0,2.0,1.0
Los Angeles,CA,90023,320000,690.0,1.0,1.0
Los Angeles,CA,90023,249000,6486.0,NA,NA
Los Angeles,CA,90023,1049000,3810.0,0,NA
Los Angeles,CA,90023,459000,1260.0,3.0,2.0
Los Angeles,CA,90023,450000,1400.0,3.0,2.0
Los Angeles,CA,90023,445000,1600.0,3.0,2.0
Los Angeles,CA,90023,1950000,7180.0,12.0,12.0
Los Angeles,CA,90023,469000,1419.0,4.0,2.0
Los Angeles,CA,90023,445000,1600.0,0,NA
Los Angeles,CA,90023,425000,1319.0,2.0,1.0
Los Angeles,CA,90023,1100000,2666.0,0,NA
Los Angeles,CA,90023,675000,2256.0,6.0,3.0
Los Angeles,CA,90023,685000,2363.0,0,NA
Los Angeles,CA,90023,550000,2101.0,0,NA
Los Angeles,CA,90023,475000,1920.0,0,NA
Los Angeles,CA,90023,439000,1150.0,0,NA
Los Angeles,CA,90023,965000,2964.0,8.0,4.0
Los Angeles,CA,90023,628900,2164.0,0,NA
East Los Angeles,CA,90023,595000,1886.0,0,NA
Los Angeles,CA,90023,NA,864.0,2.0,1.0
Los Angeles,CA,90023,NA,1562.0,4.0,2.0
Los Angeles,CA,90023,NA,1512.0,3.0,2.0
Los Angeles,CA,90023,NA,1125.0,3.0,2.0
Los Angeles,CA,90023,NA,1082.0,2.0,1.0
Los Angeles,CA,90023,NA,1553.0,4.0,2.0
Los Angeles,CA,90023,NA,2996.0,6.0,3.0
Los Angeles,CA,90023,NA,1408.0,2.0,2.0
Los Angeles,CA,90023,NA,1844.0,4.0,3.0
Los Angeles,CA,90023,NA,1080.0,3.0,1.0
Los Angeles,CA,90023,NA,982.0,4.0,1.0
Los Angeles,CA,90023,NA,1224.0,2.0,1.0
Los Angeles,CA,90023,NA,2099.0,5.0,3.0
Los Angeles,CA,90023,NA,1064.0,3.0,2.0
Los Angeles,CA,90023,NA,1200.0,2.0,2.0
Los Angeles,CA,90024,5495000,7371.0,6.0,10.0
Los Angeles,CA,90024,3895000,5131.0,4.0,4.0
Los Angeles,CA,90024,1099999,1363.0,2.0,3.0
Los Angeles,CA,90024,749000,1182.0,2.0,2.0
Los Angeles,CA,90024,1250000,1410.0,2.0,2.0
Los Angeles,CA,90024,1099000,1492.0,2.0,2.0
Los Angeles,CA,90024,1199000,1604.0,3.0,3.0
Los Angeles,CA,90024,2595000,3190.0,3.0,4.0
Los Angeles,CA,90024,2195000,1957.0,2.0,3.0
Los Angeles,CA,90024,1499000,1863.0,2.0,3.0
Los Angeles,CA,90024,1575000,1776.0,1.0,2.0
Los Angeles,CA,90024,5500000,13295.0,20.0,20.0
Los Angeles,CA,90024,924000,1690.0,2.0,2.0
Los Angeles,CA,90024,869900,1946.0,2.0,3.0
Los Angeles,CA,90024,575000,934.0,1.0,2.0
Los Angeles,CA,90024,2580000,4138.0,7.0,7.0
Los Angeles,CA,90024,399000,388.0,0,1.0
Los Angeles,CA,90024,3995000,4225.0,5.0,7.0
Los Angeles,CA,90024,499000,595.0,1.0,1.0
Los Angeles,CA,90024,2775000,2826.0,2.0,3.0
Los Angeles,CA,90024,3995000,3854.0,4.0,5.0
Los Angeles,CA,90024,2400000,2776.0,2.0,3.0
Los Angeles,CA,90024,1400000,1649.0,2.0,2.0
Los Angeles,CA,90024,1595000,2089.0,2.0,3.0
LOS ANGELES,CA,90024,180000000,12201.0,9.0,10.0
Los Angeles,CA,90024,66650000,10907.0,9.0,9.0
Los Angeles,CA,90024,4250000,5118.0,5.0,7.0
Los Angeles,CA,90024,19995000,5991.0,3.0,4.5
Los Angeles,CA,90024,4198000,5690.0,5.0,7.0
Los Angeles,CA,90024,18250000,9593.0,7.0,9.0
Los Angeles,CA,90024,782000,1759.0,1.0,2.0
Los Angeles,CA,90024,484900,641.0,1.0,1.0
Los Angeles,CA,90024,12100000,4158.0,3.0,4.0
Los Angeles,CA,90024,2295000,3990.0,7.0,6.0
Los Angeles,CA,90024,598000,1023.0,2.0,1.0
Los Angeles,CA,90024,1890000,1914.0,3.0,2.0
Los Angeles,CA,90024,1195000,2064.0,3.0,3.0
Los Angeles,CA,90024,714500,1191.0,2.0,3.0
Los Angeles,CA,90024,499000,661.0,1.0,1.0
Los Angeles,CA,90024,1149000,2024.0,2.0,3.0
Los Angeles,CA,90024,2195000,2123.0,3.0,3.0
Los Angeles,CA,90024,4999500,5150.0,7.0,7.0
Los Angeles,CA,90024,1295000,2156.0,2.0,3.0
Los Angeles,CA,90024,4895000,4400.0,3.0,5.0
Los Angeles,CA,90024,17000000,5290.0,3.0,4.0
Los Angeles,CA,90024,3995000,3245.0,2.0,4.0
Los Angeles,CA,90024,8000000,3858.0,3.0,4.0
Los Angeles,CA,90024,5995000,3407.0,3.0,4.0
Los Angeles,CA,90024,2895000,2300.0,2.0,4.0
Los Angeles,CA,90024,4850000,3280.0,3.0,4.0
Los Angeles,CA,90024,745000,1099.0,1.0,2.0
Los Angeles,CA,90024,1525000,2068.0,2.0,3.0
Los Angeles,CA,90024,2349000,2081.0,2.0,3.0
Los Angeles,CA,90024,2595000,3021.0,4.0,4.0
Los Angeles,CA,90024,1149000,1646.0,2.0,2.0
Los Angeles,CA,90024,4895000,4733.0,3.0,4.0
Los Angeles,CA,90024,729000,1304.0,2.0,2.0
Los Angeles,CA,90024,699000,893.0,1.0,2.0
Los Angeles,CA,90024,1099000,2045.0,2.0,3.0
Los Angeles,CA,90024,799000,950.0,1.0,2.0
Los Angeles,CA,90024,3995000,3143.0,3.0,4.0
Los Angeles,CA,90024,1770000,1770.0,2.0,3.0
Los Angeles,CA,90024,8500000,3818.0,3.0,4.0
Los Angeles,CA,90024,5800000,4637.0,3.0,5.0
Los Angeles,CA,90024,13500000,5770.0,3.0,6.0
Los Angeles,CA,90024,1495000,1672.0,2.0,2.0
Los Angeles,CA,90024,11573000,4158.0,3.0,4.0
Los Angeles,CA,90024,1349000,1670.0,2.0,3.0
Los Angeles,CA,90024,8200000,3858.0,3.0,4.0
Los Angeles,CA,90024,1379000,1776.0,2.0,3.0
Los Angeles,CA,90024,895000,1134.0,1.0,2.0
Los Angeles,CA,90024,1199988,2162.0,2.0,3.0
Los Angeles,CA,90024,10300000,3813.0,2.0,2.5
Los Angeles,CA,90024,1649000,2324.0,2.0,3.0
Los Angeles,CA,90024,5100000,4289.0,5.0,4.0
Los Angeles,CA,90024,2795000,2640.0,2.0,2.5
Los Angeles,CA,90024,1295000,1682.0,2.0,2.5
Los Angeles,CA,90024,6626000,3465.0,3.0,5.0
Los Angeles,CA,90024,1250000,2045.0,2.0,3.0
Los Angeles,CA,90024,3100000,2640.0,2.0,3.0
Los Angeles,CA,90024,3800000,3365.0,3.0,3.5
Los Angeles,CA,90024,1725000,2345.0,2.0,3.0
Los Angeles,CA,90024,1375000,1717.0,2.0,3.0
Los Angeles,CA,90024,4195000,4643.0,4.0,6.0
Los Angeles,CA,90024,1480000,2036.0,2.0,3.0
Los Angeles,CA,90024,1675000,2284.0,2.0,3.0
Los Angeles,CA,90024,3400000,2735.0,2.0,3.0
Los Angeles,CA,90024,2590000,3143.0,4.0,2.5
Los Angeles,CA,90024,1800000,2280.0,2.0,3.0
Los Angeles,CA,90024,2295000,2862.0,0,NA
Los Angeles,CA,90024,3200000,2757.0,2.0,2.25
Los Angeles,CA,90024,2450000,3767.0,0,NA
Los Angeles,CA,90024,2375000,2874.0,2.0,2.5
Los Angeles,CA,90024,NA,738.0,1.0,2.0
Los Angeles,CA,90024,NA,4094.0,6.0,6.0
Los Angeles,CA,90024,NA,2608.0,3.0,4.0
Los Angeles,CA,90024,NA,1459.0,2.0,3.0
Los Angeles,CA,90024,NA,1253.0,1.0,1.0
Los Angeles,CA,90024,NA,1537.0,2.0,2.0
Los Angeles,CA,90024,NA,1711.0,2.0,2.0
Los Angeles,CA,90024,NA,2152.0,2.0,3.0
Los Angeles,CA,90024,NA,2699.0,3.0,4.0
Los Angeles,CA,90024,NA,1711.0,2.0,2.0
Los Angeles,CA,90024,NA,738.0,1.0,2.0
Los Angeles,CA,90024,NA,672.0,1.0,2.0
Los Angeles,CA,90024,NA,1817.0,3.0,2.0
Los Angeles,CA,90024,NA,2608.0,3.0,4.0
Los Angeles,CA,90024,NA,2393.0,2.0,3.0
Los Angeles,CA,90024,NA,1773.0,2.0,3.0
Los Angeles,CA,90024,NA,5428.0,7.0,8.0
Los Angeles,CA,90025,789000,1180.0,2.0,3.0
Los Angeles,CA,90025,1249000,1877.0,3.0,3.0
Los Angeles,CA,90025,1297000,2165.0,2.0,2.0
Los Angeles,CA,90025,1450000,2037.0,4.0,2.0
Los Angeles,CA,90025,799000,1417.0,2.0,3.0
Los Angeles,CA,90025,929000,1266.0,2.0,3.0
Los Angeles,CA,90025,1799000,2025.0,4.0,3.0
Los Angeles,CA,90025,1150000,1887.0,2.0,3.0
Los Angeles,CA,90025,1270000,1021.0,2.0,1.0
Los Angeles,CA,90025,1949000,3110.0,3.0,4.0
Los Angeles,CA,90025,795000,1590.0,2.0,3.0
Los Angeles,CA,90025,1099000,1790.0,2.0,3.0
Los Angeles,CA,90025,1075000,1726.0,3.0,3.0
Los Angeles,CA,90025,969000,1468.0,1.0,2.0
Los Angeles,CA,90025,950000,1639.0,3.0,4.0
Los Angeles,CA,90025,1399000,2154.0,3.0,2.0
Los Angeles,CA,90025,699999,1327.0,2.0,2.0
Los Angeles,CA,90025,1875000,2481.0,4.0,4.0
Los Angeles,CA,90025,2200000,3551.0,4.0,4.5
Los Angeles,CA,90025,1820000,2665.0,3.0,3.0
Los Angeles,CA,90025,899000,1700.0,3.0,3.0
Los Angeles,CA,90025,1500000,720.0,1.0,1.0
Los Angeles,CA,90025,4295000,8154.0,14.0,14.0
Los Angeles,CA,90025,629000,1094.0,1.0,1.0
Los Angeles,CA,90025,575000,736.0,1.0,1.0
Los Angeles,CA,90025,1995000,3066.0,4.0,5.0
Los Angeles,CA,90025,1980000,2854.0,4.0,3.0
Los Angeles,CA,90025,1000000,1393.0,2.0,4.0
Los Angeles,CA,90025,2095000,2992.0,4.0,5.0
Los Angeles,CA,90025,1900000,2985.0,4.0,4.0
Los Angeles,CA,90025,829999,1394.0,2.0,2.0
Los Angeles,CA,90025,1120000,1741.0,3.0,3.0
Los Angeles,CA,90025,1399000,2678.0,3.0,4.0
Los Angeles,CA,90025,929000,1615.0,2.0,3.0
Los Angeles,CA,90025,3055000,4860.0,8.0,8.0
Los Angeles,CA,90025,1399000,1019.0,2.0,1.0
Los Angeles,CA,90025,2299000,3208.0,8.0,4.0
Los Angeles,CA,90025,2495000,2342.0,0,NA
Los Angeles,CA,90025,2250000,3600.0,0,NA
Los Angeles,CA,90025,1500000,3383.0,3.0,3.0
Los Angeles,CA,90025,2695000,3648.0,5.0,5.0
Los Angeles,CA,90025,2298000,2827.0,4.0,4.0
Los Angeles,CA,90025,NA,1176.0,2.0,1.0
Los Angeles,CA,90025,NA,1620.0,3.0,3.0
Los Angeles,CA,90025,NA,1528.0,4.0,4.0
West Los Angeles,CA,90025,NA,1316.0,2.0,1.0
Los Angeles,CA,90025,NA,2223.0,3.0,3.0
Los Angeles,CA,90025,NA,2574.0,3.0,3.0
Los Angeles,CA,90025,NA,1650.0,3.0,2.0
