price,sqft,bedrooms,bathrooms
379900.0,945.0,3.0,1.0
425000.0,1520.0,3.0,1.0
599000.0,2224.0,6.0,5.0
475000.0,1148.0,3.0,2.0
480000.0,2117.0,3.0,2.0
649000.0,2233.0,7.0,3.0
445000.0,1600.0,3.0,2.0
380000.0,1103.0,3.0,1.0
399000.0,1460.0,2.0,1.0
320000.0,690.0,1.0,1.0
459000.0,1260.0,3.0,2.0
450000.0,1400.0,3.0,2.0
445000.0,1600.0,3.0,2.0
469000.0,1419.0,4.0,2.0
425000.0,1319.0,2.0,1.0
675000.0,2256.0,6.0,3.0
3895000.0,5131.0,4.0,4.0
1099999.0,1363.0,2.0,3.0
749000.0,1182.0,2.0,2.0
1250000.0,1410.0,2.0,2.0
1099000.0,1492.0,2.0,2.0
1199000.0,1604.0,3.0,3.0
2595000.0,3190.0,3.0,4.0
2195000.0,1957.0,2.0,3.0
1499000.0,1863.0,2.0,3.0
1575000.0,1776.0,1.0,2.0
924000.0,1690.0,2.0,2.0
869900.0,1946.0,2.0,3.0
575000.0,934.0,1.0,2.0
2580000.0,4138.0,7.0,7.0
399000.0,388.0,0.0,1.0
3995000.0,4225.0,5.0,7.0
499000.0,595.0,1.0,1.0
2775000.0,2826.0,2.0,3.0
3995000.0,3854.0,4.0,5.0
2400000.0,2776.0,2.0,3.0
1400000.0,1649.0,2.0,2.0
1595000.0,2089.0,2.0,3.0
4250000.0,5118.0,5.0,7.0
4198000.0,5690.0,5.0,7.0
782000.0,1759.0,1.0,2.0
484900.0,641.0,1.0,1.0
12100000.0,4158.0,3.0,4.0
2295000.0,3990.0,7.0,6.0
598000.0,1023.0,2.0,1.0
1890000.0,1914.0,3.0,2.0
1195000.0,2064.0,3.0,3.0
714500.0,1191.0,2.0,3.0
499000.0,661.0,1.0,1.0
1149000.0,2024.0,2.0,3.0
2195000.0,2123.0,3.0,3.0
4999500.0,5150.0,7.0,7.0
1295000.0,2156.0,2.0,3.0
4895000.0,4400.0,3.0,5.0
17000000.0,5290.0,3.0,4.0
3995000.0,3245.0,2.0,4.0
8000000.0,3858.0,3.0,4.0
5995000.0,3407.0,3.0,4.0
2895000.0,2300.0,2.0,4.0
4850000.0,3280.0,3.0,4.0
745000.0,1099.0,1.0,2.0
1525000.0,2068.0,2.0,3.0
2349000.0,2081.0,2.0,3.0
2595000.0,3021.0,4.0,4.0
1149000.0,1646.0,2.0,2.0
4895000.0,4733.0,3.0,4.0
729000.0,1304.0,2.0,2.0
699000.0,893.0,1.0,2.0
1099000.0,2045.0,2.0,3.0
799000.0,950.0,1.0,2.0
3995000.0,3143.0,3.0,4.0
1770000.0,1770.0,2.0,3.0
8500000.0,3818.0,3.0,4.0
5800000.0,4637.0,3.0,5.0
13500000.0,5770.0,3.0,6.0
1495000.0,1672.0,2.0,2.0
11573000.0,4158.0,3.0,4.0
1349000.0,1670.0,2.0,3.0
8200000.0,3858.0,3.0,4.0
1379000.0,1776.0,2.0,3.0
895000.0,1134.0,1.0,2.0
1199988.0,2162.0,2.0,3.0
10300000.0,3813.0,2.0,2.5
1649000.0,2324.0,2.0,3.0
5100000.0,4289.0,5.0,4.0
2795000.0,2640.0,2.0,2.5
1295000.0,1682.0,2.0,2.5
6626000.0,3465.0,3.0,5.0
1250000.0,2045.0,2.0,3.0
